code	term
2432.8	asesora especializada en asuntos públicos
2432.8	asesor especializado en asuntos públicos
2432.9.1	portavoz
2432.9	asesora en medios de comunicación
2432.9	asesor en medios de comunicación
2432.9	directora de relaciones públicas
2432.9	director de relaciones públicas
2432.9	encargada de relaciones públicas
2432.9	encargado de relaciones públicas
2432.9	responsable de relaciones públicas
2433.1	técnica de servicio posventa
2433.1	técnico de servicio posventa
2433.2	visitadora médica
2433.2	visitador médico
2433.3	consultora sobre energías renovables
2433.3	consultor sobre energías renovables
2433.4	ingeniera de ventas
2433.4	ingeniero de ventas
2433.4	jefa de ventas
2433.4	jefe de ventas
2433.4	técnica de ventas
2433.4	técnico de ventas
2433.5	asesora comercial para venta de energía solar
2433.5	asesora comercial para venta de productos relacionados con la energía solar
2433.5	asesor comercial para venta de energía solar
2433.5	asesor comercial para venta de productos relacionados con la energía solar
2433.6.1	representante técnica de ventas de maquinaria y equipo agrícolas
2433.6.1	representante técnico de ventas de maquinaria y equipo agrícolas
2433.6.2	representante técnica de ventas de productos químicos
2433.6.2	representante técnico de ventas de productos químicos
2433.6.3	representante técnica de ventas de artículos de ferretería, fontanería y calefacción
2433.6.3	representante técnica de ventas de equipo de ferretería, fontanería y calefacción
2433.6.3	representante técnico de ventas de artículos de ferretería, fontanería y calefacción
2433.6.3	representante técnico de ventas de equipo de ferretería, fontanería y calefacción
2433.6.4	representante técnica de ventas de maquinaria y equipo industrial
2433.6.4	representante técnico de ventas de maquinaria y equipo industrial
2433.6.5	representante técnica de ventas de maquinaria para minería y construcción
2433.6.5	representante técnico de ventas de maquinaria para minería y construcción
2433.6.6	representante técnica de ventas de maquinaria y equipo agrícolas
2433.6.6	representante técnica de ventas de maquinaria y equipo de oficina
2433.6.6	representante técnico de ventas de maquinaria y equipo agrícolas
2433.6.6	representante técnico de ventas de maquinaria y equipo de oficina
2433.6.7	representante técnica de ventas en el sector de la maquinaria textil
2433.6.7	representante técnico de ventas en el sector de la maquinaria textil
2433.6	representante técnica de ventas
2433.6	representante técnico de ventas
2434.1	directora de cuentas de TIC
2434.1	director de cuentas de TIC
2434.1	gestora de cuentas de TI
2434.1	gestora de cuentas de TIC
2434.1	gestora de cuentas de TICs
2434.1	gestor de cuentas de TI
2434.1	gestor de cuentas de TIC
2434.1	gestor de cuentas de TICs
2434.1	responsable de cuentas de TIC
2434.2	directora de desarrollo empresarial de TIC
2434.2	director de desarrollo empresarial de TIC
2434.2	gestora de desarrollo de negocio de TIC
2434.2	gestora de desarrollo empresarial de TIC
2434.2	gestor de desarrollo de negocio de TIC
2434.2	gestor de desarrollo empresarial de TIC
2434.2	responsable de desarrollo empresarial de TIC
2434.3	ingeniera de preventa de TI
2434.3	ingeniera de preventa de TIC
2434.3	ingeniera de preventa de TICs
2434.3	ingeniero de preventa de TI
2434.3	ingeniero de preventa de TIC
2434.3	ingeniero de preventa de TICs
2434.3	responsable del apoyo de preventa de TIC
2434.4	representante técnica de ventas de equipo electrónico y de telecomunicaciones
2434.4	representante técnico de ventas de equipo electrónico y de telecomunicaciones
2511.10	diseñadora de inteligencia artificial
2511.10	diseñadora de sistemas de IA
2511.10	diseñadora de sistemas inteligentes
2511.10	diseñadora de sistemas inteligentes de TIC
2511.10	diseñador de inteligencia artificial
2511.10	diseñador de sistemas de IA
2511.10	diseñador de sistemas inteligentes
2511.10	diseñador de sistemas inteligentes de TIC
2511.10	ingeniera de inteligencia artificial
2511.10	ingeniero de inteligencia artificial
2511.10	responsable de ingeniería de sistemas inteligentes
2511.11	asesora de investigaciones en TIC
2511.11	asesor de investigaciones en TIC
2511.11	consultora de investigación en TIC
2511.11	consultora de investigaciones en TI
2511.11	consultora de investigaciones en TICs
2511.11	consultor de investigación en TIC
2511.11	consultor de investigaciones en TI
2511.11	consultor de investigaciones en TICs
2511.12	analista de sistemas
2511.12	analista de sistemas de TI
2511.12	analista de sistemas de TIC
2511.12	analista de sistemas de TICs
2511.12	analistas de sistemas de TIC
2511.12	analizadora de sistemas de TIC
2511.12	analizador de sistemas de TIC
2511.13	arquitecta de sistemas
2511.13	arquitecta de sistemas de información
2511.13	arquitecta de sistemas de TI
2511.13	arquitecta de sistemas de TIC
2511.13	arquitecta de sistemas de TICs
2511.13	arquitecta de soluciones
2511.13	arquitecto de sistemas
2511.13	arquitecto de sistemas de información
2511.13	arquitecto de sistemas de TI
2511.13	arquitecto de sistemas de TIC
2511.13	arquitecto de sistemas de TICs
2511.13	arquitecto de soluciones
2511.13	arquitectos de sistemas de TIC
2511.14	desarrolladora de sistemas
2511.14	desarrolladora de sistemas de TIC
2511.14	desarrolladora de sistemas de TICs
2511.14	desarrolladora de sistemas informáticos
2511.14	desarrollador de sistemas
2511.14	desarrollador de sistemas de TIC
2511.14	desarrollador de sistemas de TICs
2511.14	desarrollador de sistemas informáticos
2511.14	programadora de sistemas
2511.14	programador de sistemas
2511.15	consultora de integración de aplicaciones
2511.15	consultora de integración del sistema
2511.15	consultora de integración de sistemas
2511.15	consultora de integración de sistemas de TIC
2511.15	consultor de integración de aplicaciones
2511.15	consultor de integración del sistema
2511.15	consultor de integración de sistemas
2511.15	consultor de integración de sistemas de TIC
2511.15	responsable de la integración de sistemas
2511.16	ingeniera de integración
2511.16	ingeniera de integración de las TIC
2511.16	ingeniera de integración de las TICs
2511.16	ingeniera de integración de sistemas
2511.16	ingeniera de integración de software
2511.16	ingeniero de integración
2511.16	ingeniero de integración de las TIC
2511.16	ingeniero de integración de las TICs
2511.16	ingeniero de integración de sistemas
2511.16	ingeniero de integración de software
2511.17	auditora de tecnologías de la información
2511.17	auditora informática
2511.17	auditor de tecnologías de la información
2511.17	auditor informático
2511.18	analista de experiencia del usuario
2511.18	analista de usabilidad
2511.18	analistas de experiencia del usuario
2511.18	analizadora de experiencia del usuario
2511.18	analizador de experiencia del usuario
2511.18	experta en usabilidad
2511.18	experto en usabilidad
2511.1	científica informática
2511.1	científico informático
2511.1	informática teórica
2511.1	informático teórico
2511.1	investigadora en TI
2511.1	investigadora en TIC
2511.1	investigadora en TICs
2511.1	investigador en TI
2511.1	investigador en TIC
2511.1	investigador en TICs
2511.2	analista de almacenamiento de datos
2511.2	analista de datos
2511.2	analista de depósitos de datos
2511.2	analistas de datos
2511.2	analizadora de datos
2511.2	analizador de datos
2511.3	científica de datos
2511.3	científico de datos
2511.3	especialista en datos
2511.3	especialista en datos de investigación
2511.4	diseñadora de sistemas embebidos
2511.4	diseñadora de sistemas empotrados
2511.4	diseñadora de sistemas incrustados
2511.4	diseñador de sistemas embebidos
2511.4	diseñador de sistemas empotrados
2511.4	diseñador de sistemas incrustados
2511.4	diseñadores de sistemas empotrados
2511.5	encargada de la estructura empresarial
2511.5	encargado de la estructura empresarial
2511.5	especialista en arquitectura empresarial
2511.5	gestora de la arquitectura empresarial
2511.5	gestora de la estructura empresarial
2511.5	gestor de la arquitectura empresarial
2511.5	gestor de la estructura empresarial
2511.5	ingeniera en arquitectura empresarial
2511.5	ingeniero en arquitectura empresarial
2511.6	consultora de soluciones TIC ecológicas
2511.6	consultora de sostenibilidad de TIC
2511.6	consultora de TICs verdes
2511.6	consultora de TIC verdes
2511.6	consultor de soluciones TIC ecológicas
2511.6	consultor de sostenibilidad de TIC
2511.6	consultor de TICs verdes
2511.6	consultor de TIC verdes
2511.7	analista empresarial
2511.7	gestora de análisis empresariales de las TIC
2511.7	gestora de análisis empresariales de las TICs
2511.7	gestor de análisis empresariales de las TIC
2511.7	gestor de análisis empresariales de las TICs
2511.7	gestores de análisis empresariales de las TIC
2511.7	responsable de análisis empresariales de las TIC
2511.8	analista de negocios de TIC
2511.8	analista de negocios de TICs
2511.8	analista empresarial de TIC
2511.8	analistas de negocios de TIC
2511.8	analizadora de negocios de TIC
2511.8	analizador de negocios de TI
2511.8	especialista en procesos empresariales
2511.9	asesora informática
2511.9	asesor informático
2511.9	consultora de TI
2511.9	consultora de TIC
2511.9	consultora de TICs
2511.9	consultora informática
2511.9	consultor de TI
2511.9	consultor de TIC
2511.9	consultor de TICs
2511.9	consultor informático
2511.9	responsable de asesoramiento informático
2512.1	analista de aplicaciones
2512.1	analista de programación
2512.1	analista de requisitos de software
2512.1	analista de software
2512.1	analistas de software
2512.1	analizadora de software
2512.1	analizador de software
2512.2	arquitecta de aplicaciones
2512.2	arquitecta de software
2512.2	arquitecto de aplicaciones
2512.2	arquitecto de software
2512.2	diseñadora de software
2512.2	diseñador de software
2512.2	ingeniera de software
2512.2	ingeniero de software
2512.3	desarrolladora de aplicaciones
2512.3	desarrolladora de software
2512.3	desarrolladora de soluciones
